Sentiment,News Headline
neutral,in november   the finnish government decrease its ownership in the company far to 311 percent from 38 percent
neutral,in sweden the agreement cover data communication service as well
neutral,in the automobile space   maruti be the most search brand in car
positive,in the autumn   it plan to expand service to st petersburg and moscow and launch service to yekaterinburg   russia   fly there three time a week
neutral,in the beginning of the negotiation   the estimate number of reduction be 50 at the maximum
neutral,in the czech republic   the profiling unit at ostrava will be close and the machinery will be relocate to ruukki s big plant in hungary   poland and romania by the end of the first quarter of 2009
neutral,in the czech republic   the small profiling unit at ostrava will be close and the machinery will be gradually relocate to ruukki s big plant in hungary   poland and romania by the end of the first quarter of 2009
neutral,in the first quarter of 2008   sacanfil s net sale total eur 500 mn and its operate profit eur 47 mn
neutral,in the third quarter of 2007   net sale total eur 2595 mn   and operate profit eur 388 mn
neutral,incap contract manufacturing services pvt ltd   a subsidiary of incap corporation of finland   be acquire the manufacture unit of the tvs electronic ltd at tumkur   near bangalore   for rs40 crore
neutral,inha work have invest in its product development and market research
neutral,it come complete with an lcd touch screen system for selection of your choose function and price start at around the pound 4805 mark
neutral,it grow in finland   norway   denmark and the baltic country
neutral,it include option for additional 30 communal building site as well as construction supervision work for all construction site
neutral,it be be develop by symbian   the software licensing consortium lead by nokia
neutral,it be estimate that the consolidated turnover of kausta guder will reach lt 53mn us 2253 mn eur 1535 mn in 2007
neutral,it be the first application in the market for invoice and purchase requisition approval with a mobile device
neutral,it now own 80565 share in amer sport corporation   equal 011   of the company s share capital and voting right
neutral,it post a turnover of 45 mln euro   61 mln and an operate profit of 15 mln euro   20 mln for 2006
neutral,ixono will finance the acquisition through a 38 mln euro   52 mln loan
neutral,jærvisuomen portti be also plan to reduce the use of sodium nitrite
neutral,karachi   sept 14   ixono   a world leader in the development and integration of solution for handheld device   announce that it be implement a touch screen mobile user interface solution for the intel atom processor z6xx base smartphone
neutral,kaukotelko s centralized administration will be dissolve and appropriate part of it will be transfer to operating activity and group administration by the end of the year
neutral,kemira s rd organization comprise approximately 750 people   the company say
negative,konecrane have previously communicate an estimate reduction of about 1600 employee on group level in 2009
neutral,lt also acquire a 50 pct stake in local sector company salvor oy at the beginning of september 2007
neutral,laavainen say benecol be well know in europe and the us   where it have be in the market for 15 year
neutral,latin america currently account for approximately 40   of sale at tecnotree   company president and ceo eero mertano recently tell bnamericas
positive,latvenergo have order a significant expansion to the tekla xpower network information system
neutral,lcs s service cover the whole life cycle of software and information system   from process modelling and tailor software development   to host service   solution management   maintenance and support
positive,lemcon have also sign a precontract for the purchase of the park s entire 130hectare site
neutral,lieksaare oy have early be regard under the control of saarelainen oy and the individual shareholder under the shareholder agreement
neutral,liquid handling product include electronic and mechanical pipette   disposable tip as well as pipette maintenance and calibration service for research institution   healthcare and industrial laboratory
neutral,adp news   jan 13   2009   finnish industrial and environmental measurement equipment maker vaisala oyj omx   vaias say yesterday it will develop an operational reference radiosonde for climate change observation
neutral,adpnews   dec 23   2009   norwegian financial service group sparebank 1 gruppen as osl   sbgrp say its board of director appoint today jarle haug manage director of its claim collection subsidiary sparebank 1 gruppen finan
neutral,mækelæ be demand a new board for the company as well as discussion on the merger of alma medium and medium company talentum
neutral,marathon estimate the value of its remain stake in protalix at   27 million
neutral,margin call of zanadvorov have give the chance to make such purchase under the credit of deutsche bank for usd 560 million
neutral,marimekko be consider further measure in the matter
neutral,marketing will use tikkurila s exist infra structure and local knowledge in russia
neutral,metsaliitto will sell 11 million b share of neomarkka   accounting for about 183 pct of neomarkka s equity and about 127 pct of the voting right
neutral,moreover   konecrane and kito intend to transfer the hoist distribution business of konecrane   japanese joint venture mhs konecrane to kito
neutral,most of the growth in beer consumption take place in the far east   latin america and africa
neutral,most of the new substation support edge technology   which enable fast datum traffic
neutral,most of the raw material come from europe and the us and be pay in euro or us dollar   while sale take place in ruble
neutral,most recently   he found virent energy system   inc   an 80 person catalytic biofuel company   where   as president and ceo   he lead the company through multiple financing   define the company s market strategy   and secure the company s first customer
neutral,motorola account for 115 percent of the south korean handset market as of the end of april   samsung hold 55 percent and lg electronic 19 percent   accord to koreabase atlas research group
neutral,motorola inc of the united states come second with shipment of 2174 million unit for a 213 percent market share   follow by south korea s samsung electronics co with shipment of 1180 million unit for an 116 percent share
neutral,mr jortikka be president of the base metal division of outotec oyj in finland and be on the executive committee of outotec
neutral,mr kr vasantha have be appoint manage director of incap contract manufacturing services pvt ltd
neutral,mr doring have be with eaton since 1989 and act as the business unit manager for eaton s power control business unit since january 2007
neutral,mr koistinen join from nokia siemens network where he have hold various senior sale management and business development position since 1997
neutral,mr mcdonald start the evening with his own set   feature hit from his solo career and his doobie brother year and a selection of rb cover song that meet with mixed result
neutral,mreal corporation stock exchange announcement 29 september 2006 at 415 pm kyro corporation and mreal corporation   a metsaliitto group subsidiary   have agree on an arrangement which give mreal option to purchase the kyroskoski natural gas powerplant from kyro
neutral,mreal plan to discontinue production of standard coated fine paper in the hallein and gohrsmhle mill
neutral,neste oil will offer outplacement service to the 111 employee to be reduce
neutral,news corp s myspacecom web site will display submission for the expand broadband emmy award as part of an effort to identify aspire video artist
neutral,niam offer financial investor a high return via investment in fund that in turn invest in all type of property
neutral,no change regard the virala oy ab s ownership of share of tiimari have take place
neutral,no financial detail of the deployment be disclose
neutral,no financial or pricing detail be disclose
neutral,no planned closing date be provide
neutral,no service pricing detail be disclose
neutral,nordea bank ab publ hold 6000 alma media share   represent 0008   of share capital and voting right
neutral,nordea pankki suomi oyj s ownership in stonesoft corporation have decrease below 120
neutral,nordea will coordinate the syndicate loan
neutral,nordstjernan have use its option to buy another 224   stake of salcomp s share and vote
neutral,nviro operate process facility independently as well as in partnership with municipality
neutral,okmetic close its plant in espoo in early 2004   and all production line from the site be move to okmetic s plant in vantaa   finland and texas   usa
neutral,okmetic have a global customer base and sale network   production plant in finland and the us and contract manufacturer in japan and china
neutral,on preliminary estimate   the hotel will operate under the brand novotel
neutral,one of the large project of the magazine division of sanomawsoy   sanoma magazine international in 2006 become launch of the russian magazine gloriya
neutral,operate profit of operation in finland in the period under review total eur 113 mn   remain at the 2005 level
neutral,oppohjola group s capital adequacy ratio under the act on credit institution stand at 121   and tier 1 ratio at 121  
neutral,our customer include company in the energy and process industry sector   in particular
neutral,our key geographical market be europe   russian federation   middleeast   southafrica and japan
neutral,our tool be specifically design with the need of both the business user and ict expert in mind
neutral,outotec s delivery cover the engineering   supply and construction of a circulate fluid bed calcination plant with a capacity of 1600 ton of alumina per day
neutral,ova press have a 60   stake in the joint venture   while imsm hold a 40   stake
neutral,panostaja own a 6877 pct of share capital and the voting right of suoman helasto share follow an exchange of share which be carry out on may 30   2007
neutral,panostaja plc today acquire the entire share capital of suomen graafiset palvelut ltd   a provider of printing service
neutral,paper company mreal calculate that if 100000 biscuit carton be make use a 25gsm light board   the co2 save over the course of 12 month would be equal to that generate by drive 1000 km by car
negative,paper stock be among the big faller   with stora enso down 230 pct to 1401 eur   mreal down 286 pct to 509 eur and upmkymmene 114 pct low at 1910 eur
neutral,part of the reduction will be make through retirement arrangement
neutral,payment for acquire share will be make in cash   and the price per share will be eur 1 plus an administration fee
neutral,pct lower at 444210
neutral,pharmaceutical market in czech republic global research   datum service publish recently a market analysis about the pharmaceutical market in czech republic
neutral,pharmaceutical market in italy global research   datum service publish recently a market analysis about the pharmaceutical market in italy
neutral,pharmaceutical market in netherlands global research   datum service publish recently a market analysis about the pharmaceutical market in netherlands
neutral,previously   it project the figure to be slightly low than in 2009
neutral,previously   the company expect its 2008 financial performance to remain at the same level as in 2008
neutral,profit after taxis total eur 121 mn
neutral,qpr processguide be available as a system solution with centralized storage and management of process content as well as a standalone desktop version   qpr processguide xpress
neutral,quartal oy now own 2094063 share in satama interactive plc   which represent 519 per cent of the share capital and voting right
neutral,renesas mobile europe ltd have approximately 470 employee in oulu
neutral,rihko say the sale will enable the company to concentrate on its grainbased business
neutral,rihko start to manage raisio s benecol business in summer 2006 after head tobacco company altadi   european operation
neutral,rim have revamp the blackberry os ui with the 60 version of the mobile operating system
neutral,rimi supermarket be the key customer in magistral center
neutral,rimvesta be now control by the estonianowned real estate development company ell nekilnojamas turta   which a member of merko   the large construction group in the baltic country
neutral,risto raty   tekla s executive vice president   say that tekla structure and archicad will cover the entire design and documentation workflow throughout a construction project
neutral,rohwedder group be an automotive supply   telecommunication and electronic industry provider for customer in europe   north america and asia
neutral,rosa be one of the bestknown duckburg illustrator
neutral,rsa s share close at 1569 p at the time of go to press
neutral,rubin say he expect capman to announce 12 additional transaction in 2009
neutral,russia s video international group hold a control stake in russian medium venture
neutral,s outokumpu technology business will begin trade on the nordic exchange in helsinki start oct 10   become the sixth company to list on that exchange this year   the company say friday
positive,salo   finland   29 august 2006   benefon have today announce its plan to far strengthen its inhouse technology platform   by license the complete mobile software platform   opna   from its longstanding technology partner   pollex
neutral,sampo group that have become a major shareholder in nordea own trygvesta s main competitor   if p   c insurance
neutral,scanfil holding include 100   of contract electronic manufacturer scanfil ems group
neutral,since the registration of the share subscribe in a direct share issue   the new number of panostaja share and voting right be 41733110
neutral,stora enso s business in north america have annual capacity of about 3 million ton and employ about 4350 people
neutral,stora enso will receive a 199 pct equity interest in the combined company
neutral,stora be due to release its fourthquarter and 2009 fullyear earning on feb 4
neutral,storengy be the gdf suez company that be dedicate to the underground storage of natural gas
positive,strand associates be expand its madison corporate headquarters with space to add about 100 employee to the engineering firm
neutral,talentum acquire a 475 pct stake in varesvuo partner in 1997 and the remain in 2002 and 2005
neutral,technopolis   st petersburg s telecommunications university and the russian support fund for legislative initiative sign a protocol of intent in may of this year to set up a technopark in st petersburg on the base of the st petersburg telecommunications university
neutral,technopoli have finnish operation in oulu   vantaa   espoo   lappeenranta   jyvaskyla and tampere and be also prepare to expand its operation to russia
neutral,technopoli have set aside a plot of land measure 46 hectare to build the park   mikkonen say
neutral,tekla group s net sale for 2006 be approximately 50 million euro and operating result 136 million euro
neutral,teleste expect to start the delivery at the end of 2009
neutral,thank to its extensive industry and operation experience   cybercom offer strategic and technological expertise to these market   telecom   industry   medium   public sector   retail   and banking and financial service
neutral,that address also happen to house italian megamart eataly   mean that   come on   kid   we re go to the toy building  
neutral,the 3c expo be a signature show in dongguan   which be support by the dongguan municipal government every year   feature computer accessory   software   communication and network product
neutral,the acquire business main asset be a mobile authentication and signing solution   brand as tectia mobileid   which provide authentication to web email   sslvpn   ms sharepoint   tectia secure solution and other application and resource
neutral,the acquisition be part of ramirent s central and eastern european growth strategy
positive,the acquisition be part of ramirent s strategy to strengthen its position in select location
neutral,the agreement include application maintenance and support service
neutral,the agreement include the entire process of manage mercator s supply chain in all region where the company be currently present
neutral,the america represent 25   of gemalto s billing   and latin america be one of the fast grow region for the company
neutral,the annual value of the contract be estimate at usd 2mn over the next three year
neutral,the area will also include some central building   and honkarakenne have start negotiation on their delivery
neutral,the bank also expect additional cost   relate to the dash 8   q400 jet   which the group shelve in october 2007
neutral,the bank s leasing arm nordea liising end the year with a profit of 44 million euro
neutral,the board establish a remuneration committee with follow member    sari baldauf chairman   tapio hintikka   heikki westerlund in addition   the board decide to appoint a nomination committee at a later stage
neutral,the bond   with a maturity of five year   be part of the bank s domestic bond program
neutral,the bridge be part of the highway 14 development project
neutral,the building will house product development and test laboratory
neutral,the business area s net sale be slightly over 2 m in 2006
neutral,the business development initiative in north america be head by lynn shanahan
neutral,the business be organise   as of february 1   2011   in a way that production of design service be combine into one entity   etteplan operation
neutral,the business transfer will take effect from 1 january 2007   and in connection with this 47 employee will transfer from elisa to daxtum as continue employee
neutral,the center will be build in the kapuli district of mantsala beside the hankomantsalaporvoo road near the new direct rail link between lahti and jarvenpaa
neutral,the change in readership be not significant
neutral,the closing of such transaction take place today
neutral,the closing of the transaction be schedule to take place on january 10   2008
neutral,the combine capital of these fund be expect to be eur 100mn150mn
neutral,the combined company have proforma net sale of 140 mln euro   1889 mln and an operate profit of 13 mln euro   175 mln for 2006
neutral,the commission find evidence of several meeting to discuss the cartel   include one in a brussels restaurant in november 1997 at which the company discuss price increase
neutral,the committee propose the following remuneration   a monthly remuneration of eur 5000 for the chairman   eur 3500 for the deputy chairman   and eur 2500 for the other board member
neutral,the company will divest to upm fray bento pulp mill and forestal oriental   a company specialise in eucalyptus cultivation
neutral,the company   which have eur2 8 bn in asset   count among its five large shareholder finnish insurer ilmarinen 434   and varma 070    as well as the finnish state pension fund ver 061  
neutral,the company also equip the sculptural complex rabochy I kolkhoznitsa a worker and a collective farmer in moscow with snow melting system
neutral,the company also say that the deployment of the danish 4 g network continue and it expect to cover 75   of the danish population in 2011
negative,the company decide at the end of 2008 to temporarily shut down its ammonia plant in billingham and extend the maintenance period at its ince facility
neutral,the company do not distribute a dividend in 2005
neutral,the company expect its net sale for the whole 2009 to be at previous year level
neutral,the company expect its net sale for the whole of 2007 to be eur 950mn1 000 mn
neutral,the company have net sale of eur 108 million in 2008   and today have approximately 120 employee in finland   estonia and poland
neutral,the company have net sale of eur 198 mn and a pretax profit of eur 18 mn in 2005
neutral,the company have 120 employee and annual sale of approximately eur16 m
neutral,the company have an annual turnover of eur32 8 m
neutral,the company be involve in the the sale of financial product include insurance   mortgage   car and personal loan   financial brokerage and equipment finance leasing
neutral,the company operate through four principal division   consumer packaging   office paper   speciality paper   as well as market pulp and energy
neutral,the company plan to increase the unit s specialist staff to several dozen   depend on the market situation during 2010
neutral,the company report net sale of 302 mln euro   4416 mln and an operate margin of 16 pct in 2006
neutral,the company s set of service include digital printing   printing preparation   offsetprinte   aftertreatment service and send out service
neutral,the company s transportation business be conduct through florida rock   tank line   which be a southeastern transportation company concentrate in the hauling by motor carrier of liquid and dry bulk commodity
neutral,the company say that 80   of the share of the hold company will be sell to meadville holding limit   a hong kong list parent company of the meadville group
neutral,the company say that it have agree to a eur160 m unsecured credit line from lender
neutral,the company say that previously eb deliver a custom solution for lg electronic and now be make it commercially available for other mobile terminal vendor as well as to wireless operator
neutral,the company say that the operation will be sell to a newly establish company   cp gmbh   where the present management of the plastic business be a coowner
positive,the company will use the asset for strengthen its balance sheet and financial position
neutral,the composite body be coat with a hard coating layer produce by thermal spraying   and the coating be ground  
neutral,the connectivity unit have more than 100 einvoice customer   and the number of annual transaction stand at nearly one million
neutral,the contract include an option to deliver an additional 75 asc in the next phase of the project
neutral,the contract be worth some eur 1 million
neutral,the contract value amount to eur 24 million
neutral,the credit cover approximately 70   of the ship s price
neutral,the customer be cooperative retailer osuuskauppa suursavo
neutral,the customer be local company etera mutual pension insurance co and the principal tenant of the unit will be medium company alma media corp hel   aln1v
neutral,the customer be then forward to the site   and unknown to he log in with the first number
neutral,the deal include all rental equipment and relate merchandise   the rental contract of the depot and two employee   the company say
neutral,the deal be in line with etteplan s strategy to operate as a partner of global customer and provide industrial technology design service
neutral,the decision reflect the underutilisation of the line   which produce nonwoven use in medical and wipe application as well as for the automotive industry
neutral,the decision will have to be make whether the group agree to the import of estonian meat and meat product to finland   the paper add
neutral,the device also contain finnair s own application for compile customer feedback and idea for product development
neutral,the device would be launch in the chinese market in late 2006   the company say
neutral,the diameter protocol be develop accord to the standard ietf rfc 3588 and ietf rfc 3539
neutral,the divested activity have net sale of eur 1451 million in 2009 and an operate profit of eur 89 million
neutral,the divested company be part of tietoenator s business area government   manufacturing   retail
neutral,the dividend will come on top of the 045 eur on a share and 043 on k share it have already pay on last year s account
neutral,the division also include joint sale   marketing and controlling function for these unit
neutral,the ea reng group post sale of approximately 84 million kroon for 2007
neutral,the ebrd be use its own fund to provide a 216 million a loan while the b portion of 10 million euro have be syndicate to two finnish commercial bank   nordea bank finland plc and pohjola bank plc
neutral,the ebrd be use its own fund to provide a 216 million a loan while the b portion of 10 million euro have be syndicate to two finnish commercial bank   nordea bank finland plc 77 million euro and pohjola bank plc 23 million euro
neutral,the ebrd be use its own fund to provide a 216 mln a loan while the b portion of 10 mln euro have be syndicate to two finnish commercial bank   nordea bank finland plc 77 mln euro and pohjola bank plc 23 mln euro
neutral,the economic development and trade ministry and industry and energy ministry   along with the kostroma regional administration and the russian lumberman and timber exporters union   have be carry out work to acquire investment for the construction of a pulp and paper mill in neya since 2003
neutral,the electricity requirement of network will grow with the new mobile generation
negative,the employment contract of 14 of the employee will end in march 2009 as a result of the company s previous employeremployee talk
neutral,the energy sector account for approximately 33   and the steel industry for about 57   of the transportation volume
neutral,the enterprise value of maritim food as have be determine as approximately eur15 m
neutral,the equipment ixono acquire with this deal include mechanical engineering hardware   an rf and antenna measurement laboratory   facility for the measurement of audio   camera and display   as well as device and robot unit for the testing of mobile device
neutral,the equipment will be make at vaahto s plant in hollola in finland   and delivery be schedule for the first quarter of 2009
neutral,the estimate annual value of the frame agreement be about eur 50mn
neutral,the estimate value of the deal be usd 92 million
neutral,the eur17 m contract include both design and construction work
neutral,the executive say that country such as brazil   chile   argentina and mexico will lead the adoption in the business ethernet service segment   while brazil and mexico will be the early adopter of carrier ethernet for mobile backhaul
neutral,the expand company will continue to be call newpage
neutral,the expand plant be schedule to be operational by the middle of october 2009
neutral,the expansion be to be finalize in the autumn of 2009
neutral,the expansion will be deliver in the fourth quarter of 2006
neutral,the facility consist of a seven year bullet term loan of 200 mln euro   2924 mln and a 150 mln euro   2193 mln five year revolve credit facility
neutral,the facility will have a lettable area of some 19000 sq m the plot for the plant   locate in the ratasmaki business park   will be purchase from the city of forssa
neutral,the figure do not include food export from finland
neutral,the figure include the change in the fair value of the property portfolio   eur 262 million
neutral,the filter tip cover the volume range from 011200 ðl include new size for 10   20   100120   200   300   1000 and 1200 ðl volume capacity
neutral,the final outcome of the right offering be to be report around 23 october 2009
neutral,the firm build component for mobile phone and other communication product
neutral,the goal be significant expansion in finland and in the northern baltic region
neutral,the government start the selloff last month   put an 8 percent stake in teliasonera on the auction bloc
neutral,the group post net sale of 353 mln euro   465 mln and an operate profit of 760000 euro   10 mln in 2005
neutral,the group s net sale in 2007 be eur683 6 m
neutral,the group s turnover in 2006 be eur 392 million   and operating profit be eur 39 million
neutral,the liquid handling segment offer laboratory equipment and accessory   include mechanical and electronic pipette   and disposable tip use in the research institution   university   and hospital   as well as in the pharmaceutical   food   and other industry under the biohit brand
neutral,the manufacture of cpp will be undertake at the exist export orient unit eou at wartsila s factory at khopoli   near mumbai
neutral,the manufacturing will begin in pietarsaari in the beginning of the year 2009 and the delivery will take place in october 2009
neutral,the market expect heineken to sell hartwall as a whole or in part
neutral,the merger between the two telecom operator be expect to result in the world s fourth large telecom operator
neutral,the most significant capital expenditure item be in the global enterprise resource planning erp project   product development and production machine
neutral,the move will be carry out by transfer hkscan s productionrelate property   plant   equipment   as well as its holding in subsidiary and associate company in the country to hkscan finland
neutral,the net sale of healthcare trade business in 2009 be eur 1451 million eur 1552 million and operating profit eur 89 million eur 79 million
neutral,the net sale of the power plant business be eur 7103 million in 2005
neutral,the new share entitle their holder to dividend for fiscal 2006
positive,the newly create position have be establish to strengthen amer sport   management in strategic planning and execution
neutral,the newspaper s good sale asset be high quality journalism and journalistic content
neutral,the nonrecurre cost cause to talentum s premedia business area by the restructuring will amount to 20 mln euro   27 mln and will be include in the company s financial result for the second quarter of 2007
neutral,the ongoing project where tekla structure be be use be the vashi exhibition centre be develop by insteel engineer pvt ltdiivrcl infrastructure   projects ltd   cidco
neutral,the operation to be sell include manufacture unit in finland   france   poland and turkey   as well as sale unit in germany and lithuania
neutral,the option might include a partial or total divestment of their shareholding in ovako
neutral,the orangehandled scissor from fiskar be part of the permanent design collection of the museum of modern art in new york   as well as the philadelphia museum of art
neutral,the order also cover design service   hardware   software licence   as well as maintenance service over six year
neutral,the order also include extensive maintenance work of a shoe press deliver by vaahto in 2001
neutral,the order consist of outsource application management   support and planning for tecnotree and thirdparty application
neutral,the order include 48 ship crane that will be deliver for 12 container feeder to be build at wenchong shipyard in china
neutral,the order value at eur 69 mn   and it consist of design service and hardware and software licence
neutral,the order also include a few highpower drive for the control of seismic compressor
neutral,the order be for 26 machineroomless kone monospace elevator   which would be instal during 2006
neutral,the oulu plant employ approximately 120 people
neutral,the percentage of share and voting right have be calculate in proportion to the total number of share register with the trade register and the total number of voting right relate to they
neutral,the pershare subscription price of the share subscribe with the option right be eur 135
neutral,the plant be schedule for completion in late february 2007 with hand over of some area in january two other supplier of nokia   aspocomp group oyj and perlo   have announce their plan to establish plant within the nokia complex together   they will invest rs 365 crore
neutral,the polish business employ about 1000 people   and it have net sale of about eur 70mn in 2007
neutral,the portfolio comprise of 118000 m2 of leasable space with a vacancy rate of roughly 5    let to around 140 tenant of which two of the large be the swedish government and ericsson
positive,the production capacity can be triple without any major additional investment   the company say
neutral,the program   which be start in the summer of 2007   be originally estimate to last approximately two year
neutral,the proposal of the shareholder to elect mr hannu krogerus to the board be base on his long and unrivalled experience and knowledge of all matter relate to elcoteq
neutral,the remainder of its revenue will come from technology agreement with other firm   interdigital say
neutral,the remain amount will be fund through debt   the danish bank say
neutral,the reorganisation will be carry out by transfer hkscan corporation s productionrelate property   plant and equipment in finland as well as its holding in subsidiary and associate to hkscan finland oy   a hold company wholly own by hkscan corporation
neutral,the report contain category level company and brand share as well as distribution share information for 2007 and 2008
neutral,the result before taxis be a loss of 250 million euro
neutral,the result will enable the preparation of a conceptual plant design and capital estimate
neutral,the retail chain launch in 2007 do not correspond to profit and sale forecast of the company
neutral,the russian gas giant invest another 46 million lita in the company in late 2004 and now own 995 percent of its stock capital   which amount to 86936 million lita
neutral,the second company acquire be sweden s reftele maskinservice ab   whose business be mainly field service and spare part manufacture   with 10 employee and 12 mln eur sale a year
neutral,the segment through which the company operate be frozen food business   seafood   vegetable oil business   grain trading and other business operation
neutral,the selling consortium include fund manage by oko bank s venture capital unit   bio fund management and finnish industry investment   a governmentowned investment group
neutral,the solution be demonstrate on a tablet develop by aava mobile as a multiwindow system   which enable the use of several application simultaneously   for example the viewing of message and calendar side by side
neutral,the solution will be instal in the usa to support the north american operation of the customer
negative,the staff reduction will start immediately   glaston add
neutral,the stockmann department store will have a total floor space of over 8000 square metre and stockmann s investment in the project will have a price tag of about eur 12 million
neutral,the study be expect to start in 2008
neutral,the swedish buyout firm have sell its remain 224 percent stake   almost eighteen month after take the company public in finland
neutral,the swedish maritime administration have close the furusund channel   which vike line normally charter en route to stockholm
neutral,the tank will be deliver to a company which be currently build a chemical tank farm in antwerp   northern belgium
neutral,the tekla structure product box   if need   be now make from recycle material
neutral,the term of the transaction remain undisclosed
positive,the through service of fesco be a tell example of strengthen the relationship between logistic company and operator at the international level
neutral,the total capacity of the factory will be approximately 100 engine a year
neutral,the total emission reduction from 1999 to 2017 will be thus 41  
neutral,the total floor area of the plant expansion be 29000 square metre
negative,the total headcount reduction will be 50 person   the company say
neutral,the total investment in 2006 and 2007 be expect to amount to about eur75 m
neutral,the total investment in the company will be eur58 m   of which wartsila s share will be eur29 m
neutral,the total investment of the project will be approximately eur 36 m
neutral,the total value of the agreement be usd4 0 m   the company say
neutral,the total value of the contract be some eur 8 million
neutral,the total value of the deal be usd 29mn
neutral,the total value of the project be about eur53 m   include the plot that will be transfer to atria
neutral,the total value of the project be estimate to be over 30 mln euro   44 mln   of which the service will be over 20 mln euro   29 mln and thirdparty licence more than 10 mln euro   15 mln
neutral,the total value of these two contract be over eur 21 million
neutral,the transaction be plan to be finance with a eur40 m marketbase loan grant by standard chartered bank hong kong
neutral,the transaction value be cad 15 million approximately eur 10 million
neutral,the unit s client be mainly in the field of specialist convenience good   as well as in the textile   shoe and furniture business
neutral,the value of the contract be about eur 27mn
neutral,the value of the contract be about eur1 0 m poyry   headquarter in vantaa   finland provide consulting and engineering service to the energy   forestry and infrastructure   environment sector
neutral,the value of the contract be eur 25mn
neutral,the value of the contract be in total usd12 m
neutral,the value of the contract be about eur 33 mn
neutral,the value of the deal have not be disclose
neutral,the value of the deal be estimate at between sek25 m and sek50 m
neutral,the value of the deal be not disclose
neutral,the value of the multiyear agreement be over eur 2mn a year
neutral,the value of the threeyear contract be estimate at eur40 m
neutral,the value of this kind of order amount usually between euro 2 and 3 million
neutral,the webmarela application handle invitation to quote   quote comparison   agreement   purchase   invoice inspection   inventory management   and delivery
neutral,the venture   which will be 51   own by kemira and 49   by ivrcl   will operate an inorganic coagulant manufacturing facility   to be build in vishakapatnam vizag in the state of andhra pradesh and to kick off operation in the second half of 2011
negative,the workforce will be reduce also in the amsterdam office   in the netherlands
neutral,the work will include the laying of natural stone pavement and the installation of underground heating   and surface water drainage system
neutral,there have not be previous share subscription with 2004 stock option
neutral,these new unit will be build at cargotec s state of the art manufacturing facility in san antonio   texas   usa   which start operation in 2009
neutral,these share transaction be part of the company s strategy of relinquish asset that be not part of its core business
neutral,these six agreement be the company s first customer acquisition in india since take over tvs electronic   contract manufacturing facility in jun 2007
neutral,this could be any of we at any time    she say
neutral,this order   when deliver   will bring the total output of electricity in italy generate by wartsila equipment to more than 1300 mw
neutral,this rating from am good be the high among the cis country   central and eastern europe
neutral,this wood lacquer clock come with a stripy handcrochete cover
neutral,tikkurila acquire a majority stake in kolorit paint in the autumn of 2004
neutral,to see a slide show of all the new product release from fiskar
neutral,total value of the contract be about eur 10mn
neutral,trading under the name velta uk   a former uponor brand   the company have be uponor s longterm partner in supply veltabrande system particularly for the commercial and industrial building sector in the uk and internationally
neutral,tulikivi manufacture heatretaine   soapstone and ceramic fireplace   as well as natural stone product and utility ceramic
neutral,tvo s twounit 1740 mw olkiluoto plant generate 142 twh with an operate ratio across both reactor of 935    which the company describe as   high by international standard  
neutral,tyrvæinen be of the opinion that the airline have be repeat this for some time already   however
neutral,under finnish law   parliament grant licence to build nuclear power plant
neutral,under the agreement   larox will transfer 10 employee within engineering and documentation relate to delivery project and product maintenance in finland to etteplan as of january 1   2007
neutral,under the agreement benefon s forthcoming range of twig integrate gps navigation and mobile phone device will use the jointly develop webbase tracking and location technology   in both consumer and commercial application
neutral,under the term of the agreement   bunge will acquire raisio s keiju   makuisa and pyszny duet brand and manufacturing plant in finland and poland
neutral,under the transaction agreement   metsaliitto will purchase 247   of metsabotnia s share from upm and 3   from mreal
neutral,underground parking facility will also be build on the basement floor
neutral,unit price for straddle carrier vary between eur700 000 and eur900 000   the company add
neutral,unlisted british biological make b   and d   protein   and other diseasespecific supplement that cover diabete   hepatitis   asthma and other cardiovascular ailment
neutral,upm be the big producer of magazine paper in europe   with a market share of over 30 pct   and it be likely to say that price in the segment be at well flat during the quarter   analyst say
neutral,upmkymmene say its have   not indicate any interest in any domestic consolidation  
neutral,upon completion of the deal panostaja will establish a new business area within the group to focus on heat treatment of metal
neutral,vacon aim to establish its presence in the solar energy business in various part of the world towards the end of 2010   say olli teva   marketing director renewable energy application
neutral,vaisala s board of director will propose a dividend of 085 euro   124 per share at the company s annual general meeting
neutral,vaisala s expertise in lightning datum and information system be base on extensive experience and investment in rd
neutral,valmet automotive report net sale of eur 85mn and operating profit of eur 8mn
neutral,we bring a new   committed leadership and business and strategic knowhow to the company that we buy
neutral,we look forward to take part in the future development of the company    say tomas bill   president of nordstjernan
neutral,veidekke   headquarter in oslo   norway   be a scandinavian construction and property development group with some 6350 employee in norway   sweden and denmark   with an annual turnover of nok16 4 bn
neutral,while the company do not indicate the level of investment in the unit   it say that have purchase the equipment of nokia corporation s mobile phone rd laboratory in jyvaeskylae
neutral,why not subscribe to the magazine
neutral,vianor sell tire for car and truck as well as a range of other car part and provide maintenance service
neutral,vike line and stx finland say on monday that there be plan to build a 240 million euro ferry that would be launch on the turkustockholm route in spring 2013
neutral,with the government exempt certain stainless steel product from antidumpe duty   finlandbase outokumpu today say it will look to enter into supply pact with the indian railway soon
neutral,with the new arrangement   customer responsibility will become mainly regional
neutral,with this acquisition the wireless modem unit and its approximately 1100 employee be transfer to renesas electronic corporation
neutral,you will hear the late insight and update on citycon s strategy as well as the late news from all the business unit
